source,target
Sikyon,"Sophocles (playwright, Athenian general)"
Sikyon,"Sophocles (playwright, Athenian general)"
Sikyon,Meleager (s. of Oeneus)
Sikyon,Meleager (s. of Oeneus)
Sikyon,Meleager (s. of Oeneus)
Crathis,Phaethon (son of Helios)
Crathis,Aeschylus
Crathis,Philoxenus of Cythera
Crathis,Euripides (playwright)
Crathis,Nicander
Crathis,"Satyrus, Satyros"
Crathis,Aeschylus
Crathis,Euripides (playwright)
Crathis,"Apollonius, Apollonios, Apollonium"
Crathis,Theophrastus (philosopher)
Crathis,"Chares, Khares"
Crathis,Phaethon (son of Helios)
Crathis,Ammon
Crathis,Philemon (poet)
Crathis,Zenothemis
Crathis,Sudines
Crathis,"Metrodorus, Metrodoros"
Crathis,Pytheas (explorer)
Crathis,Timaeus (historian)
Crathis,Philemon (poet)
Crathis,Nicias (misc)
Crathis,Theochrestus
Crathis,Xenocrates of Aphrodisias
Crathis,Mnaseas (traveller)
Crathis,Penelope (d. of Icarius)
Crathis,Hesperides 
Crathis,Hesperus
Crathis,Ctesias (physician and historian)
Crathis,"Mithridates, Mithridatic"
Crathis,Xenocrates of Aphrodisias
Crathis,"Sophocles (playwright, Athenian general)"
Crathis,"Sophocles (playwright, Athenian general)"
Crathis,Meleager (s. of Oeneus)
Crathis,Meleager (s. of Oeneus)
Crathis,Meleager (s. of Oeneus)
Syrtes,Phaethon (son of Helios)
Syrtes,Aeschylus
Syrtes,Philoxenus of Cythera
Syrtes,Euripides (playwright)
Syrtes,Nicander
Syrtes,"Satyrus, Satyros"
Syrtes,Aeschylus
Syrtes,Euripides (playwright)
Syrtes,"Apollonius, Apollonios, Apollonium"
Syrtes,Theophrastus (philosopher)
Syrtes,"Chares, Khares"
Syrtes,Phaethon (son of Helios)
Syrtes,Ammon
Syrtes,Philemon (poet)
Syrtes,Zenothemis
Syrtes,Sudines
Syrtes,"Metrodorus, Metrodoros"
Syrtes,Pytheas (explorer)
Syrtes,Timaeus (historian)
Syrtes,Philemon (poet)
Syrtes,Nicias (misc)
Syrtes,Theochrestus
Syrtes,Xenocrates of Aphrodisias
Syrtes,Mnaseas (traveller)
Syrtes,Penelope (d. of Icarius)
Syrtes,Hesperides 
Syrtes,Hesperus
Syrtes,Ctesias (physician and historian)
Syrtes,"Mithridates, Mithridatic"
Syrtes,Xenocrates of Aphrodisias
Syrtes,"Sophocles (playwright, Athenian general)"
Syrtes,"Sophocles (playwright, Athenian general)"
Syrtes,Meleager (s. of Oeneus)
Syrtes,Meleager (s. of Oeneus)
Syrtes,Meleager (s. of Oeneus)
India,Phaethon (son of Helios)
India,Aeschylus
India,Philoxenus of Cythera
India,Euripides (playwright)
India,Nicander
India,"Satyrus, Satyros"
India,Aeschylus
India,Euripides (playwright)
India,"Apollonius, Apollonios, Apollonium"
India,Theophrastus (philosopher)
India,"Chares, Khares"
India,Phaethon (son of Helios)
India,Ammon
India,Philemon (poet)
India,Zenothemis
India,Sudines
India,"Metrodorus, Metrodoros"
India,Pytheas (explorer)
India,Timaeus (historian)
India,Philemon (poet)
India,Nicias (misc)
India,Theochrestus
India,Xenocrates of Aphrodisias
India,Mnaseas (traveller)
India,Penelope (d. of Icarius)
India,Hesperides 
India,Hesperus
India,Ctesias (physician and historian)
India,"Mithridates, Mithridatic"
India,Xenocrates of Aphrodisias
India,"Sophocles (playwright, Athenian general)"
India,"Sophocles (playwright, Athenian general)"
India,Meleager (s. of Oeneus)
India,Meleager (s. of Oeneus)
India,Meleager (s. of Oeneus)
Carmania,Phaethon (son of Helios)
Carmania,Aeschylus
Carmania,Philoxenus of Cythera
Carmania,Euripides (playwright)
Carmania,Nicander
Carmania,"Satyrus, Satyros"
Carmania,Aeschylus
Carmania,Euripides (playwright)
Carmania,"Apollonius, Apollonios, Apollonium"
Carmania,Theophrastus (philosopher)
Carmania,"Chares, Khares"
Carmania,Phaethon (son of Helios)
Carmania,Ammon
Carmania,Philemon (poet)
Carmania,Zenothemis
Carmania,Sudines
Carmania,"Metrodorus, Metrodoros"
Carmania,Pytheas (explorer)
Carmania,Timaeus (historian)
Carmania,Philemon (poet)
Carmania,Nicias (misc)
Carmania,Theochrestus
Carmania,Xenocrates of Aphrodisias
Carmania,Mnaseas (traveller)
Carmania,Penelope (d. of Icarius)
Carmania,Hesperides 
Carmania,Hesperus
Carmania,Ctesias (physician and historian)
Carmania,"Mithridates, Mithridatic"
Carmania,Xenocrates of Aphrodisias
Carmania,"Sophocles (playwright, Athenian general)"
Carmania,"Sophocles (playwright, Athenian general)"
Carmania,Meleager (s. of Oeneus)
Carmania,Meleager (s. of Oeneus)
Carmania,Meleager (s. of Oeneus)
Italy,Phaethon (son of Helios)
Italy,Aeschylus
Italy,Philoxenus of Cythera
Italy,Euripides (playwright)
Italy,Nicander
Italy,"Satyrus, Satyros"
Italy,Aeschylus
Italy,Euripides (playwright)
Italy,"Apollonius, Apollonios, Apollonium"
Italy,Theophrastus (philosopher)
Italy,"Chares, Khares"
Italy,Phaethon (son of Helios)
Italy,Ammon
Italy,Philemon (poet)
Italy,Zenothemis
Italy,Sudines
Italy,"Metrodorus, Metrodoros"
Italy,Pytheas (explorer)
Italy,Timaeus (historian)
Italy,Philemon (poet)
Italy,Nicias (misc)
Italy,Theochrestus
Italy,Xenocrates of Aphrodisias
Italy,Mnaseas (traveller)
Italy,Penelope (d. of Icarius)
Italy,Hesperides 
Italy,Hesperus
Italy,Ctesias (physician and historian)
Italy,"Mithridates, Mithridatic"
Italy,Xenocrates of Aphrodisias
Italy,"Sophocles (playwright, Athenian general)"
Italy,"Sophocles (playwright, Athenian general)"
Italy,Meleager (s. of Oeneus)
Italy,Meleager (s. of Oeneus)
Italy,Meleager (s. of Oeneus)
Scythia,Phaethon (son of Helios)
Scythia,Aeschylus
Scythia,Philoxenus of Cythera
Scythia,Euripides (playwright)
Scythia,Nicander
Scythia,"Satyrus, Satyros"
Scythia,Aeschylus
Scythia,Euripides (playwright)
Scythia,"Apollonius, Apollonios, Apollonium"
Scythia,Theophrastus (philosopher)
Scythia,"Chares, Khares"
Scythia,Phaethon (son of Helios)
Scythia,Ammon
Scythia,Philemon (poet)
Scythia,Zenothemis
Scythia,Sudines
Scythia,"Metrodorus, Metrodoros"
Scythia,Pytheas (explorer)
Scythia,Timaeus (historian)
Scythia,Philemon (poet)
Scythia,Nicias (misc)
Scythia,Theochrestus
Scythia,Xenocrates of Aphrodisias
Scythia,Mnaseas (traveller)
Scythia,Penelope (d. of Icarius)
Scythia,Hesperides 
Scythia,Hesperus
Scythia,Ctesias (physician and historian)
Scythia,"Mithridates, Mithridatic"
Scythia,Xenocrates of Aphrodisias
Scythia,"Sophocles (playwright, Athenian general)"
Scythia,"Sophocles (playwright, Athenian general)"
Scythia,Meleager (s. of Oeneus)
Scythia,Meleager (s. of Oeneus)
Scythia,Meleager (s. of Oeneus)
Numidia,Phaethon (son of Helios)
Numidia,Aeschylus
Numidia,Philoxenus of Cythera
Numidia,Euripides (playwright)
Numidia,Nicander
Numidia,"Satyrus, Satyros"
Numidia,Aeschylus
Numidia,Euripides (playwright)
Numidia,"Apollonius, Apollonios, Apollonium"
Numidia,Theophrastus (philosopher)
Numidia,"Chares, Khares"
Numidia,Phaethon (son of Helios)
Numidia,Ammon
Numidia,Philemon (poet)
Numidia,Zenothemis
Numidia,Sudines
Numidia,"Metrodorus, Metrodoros"
Numidia,Pytheas (explorer)
Numidia,Timaeus (historian)
Numidia,Philemon (poet)
Numidia,Nicias (misc)
Numidia,Theochrestus
Numidia,Xenocrates of Aphrodisias
Numidia,Mnaseas (traveller)
Numidia,Penelope (d. of Icarius)
Numidia,Hesperides 
Numidia,Hesperus
Numidia,Ctesias (physician and historian)
Numidia,"Mithridates, Mithridatic"
Numidia,Xenocrates of Aphrodisias
Numidia,"Sophocles (playwright, Athenian general)"
Numidia,"Sophocles (playwright, Athenian general)"
Numidia,Meleager (s. of Oeneus)
Numidia,Meleager (s. of Oeneus)
Numidia,Meleager (s. of Oeneus)
India,Phaethon (son of Helios)
India,Aeschylus
India,Philoxenus of Cythera
India,Euripides (playwright)
India,Nicander
India,"Satyrus, Satyros"
India,Aeschylus
India,Euripides (playwright)
India,"Apollonius, Apollonios, Apollonium"
India,Theophrastus (philosopher)
India,"Chares, Khares"
India,Phaethon (son of Helios)
India,Ammon
India,Philemon (poet)
India,Zenothemis
India,Sudines
India,"Metrodorus, Metrodoros"
India,Pytheas (explorer)
India,Timaeus (historian)
India,Philemon (poet)
India,Nicias (misc)
India,Theochrestus
India,Xenocrates of Aphrodisias
India,Mnaseas (traveller)
India,Penelope (d. of Icarius)
India,Hesperides 
India,Hesperus
India,Ctesias (physician and historian)
India,"Mithridates, Mithridatic"
India,Xenocrates of Aphrodisias
India,"Sophocles (playwright, Athenian general)"
India,"Sophocles (playwright, Athenian general)"
India,Meleager (s. of Oeneus)
India,Meleager (s. of Oeneus)
India,Meleager (s. of Oeneus)
Pannonia,Germanicus
Pannonia,Julianus
Pannonia,Nero (Roman emperor)
Pannonia,"Archelaus, Archelaos"
Adriatic,Germanicus
Adriatic,Julianus
Adriatic,Nero (Roman emperor)
Adriatic,"Archelaus, Archelaos"
Po,Germanicus
Po,Julianus
Po,Nero (Roman emperor)
Po,"Archelaus, Archelaos"
Alps,Germanicus
Alps,Julianus
Alps,Nero (Roman emperor)
Alps,"Archelaus, Archelaos"
Carnuntum,Germanicus
Carnuntum,Julianus
Carnuntum,Nero (Roman emperor)
Carnuntum,"Archelaus, Archelaos"
Pannonia,Germanicus
Pannonia,Julianus
Pannonia,Nero (Roman emperor)
Pannonia,"Archelaus, Archelaos"
Rome,Germanicus
Rome,Julianus
Rome,Nero (Roman emperor)
Rome,"Archelaus, Archelaos"
India,Germanicus
India,Julianus
India,Nero (Roman emperor)
India,"Archelaus, Archelaos"
Cappadocia,Germanicus
Cappadocia,Julianus
Cappadocia,Nero (Roman emperor)
Cappadocia,"Archelaus, Archelaos"
India,Germanicus
India,Julianus
India,Nero (Roman emperor)
India,"Archelaus, Archelaos"
India,Nero (Roman emperor)
Arabia,Nero (Roman emperor)
Scythia,Nero (Roman emperor)
Egypt,Nero (Roman emperor)
India,Mark Antony (Roman general)
India,Nonius
India,Nonius
India,Catullus
India,Servilius
India,Nonius
India,Mark Antony (Roman general)
India,Nonius
Arabia,Ismenias (flute-player )
Arabia,Demostratus
Arabia,Zenothemis
Arabia,Zenothemis
India,Ismenias (flute-player )
India,Demostratus
India,Zenothemis
India,Zenothemis
India,Ismenias (flute-player )
India,Nicander
Arabia,Ismenias (flute-player )
Arabia,Nicander
India,Ismenias (flute-player )
India,Nicander
Orthosia,"Zeus (s. of Cronus), Jupiter"
Caria,"Zeus (s. of Cronus), Jupiter"
India,"Zeus (s. of Cronus), Jupiter"
Sardis,Menander (misc)
Sardis,Philemon (poet)
Babylon,Menander (misc)
Babylon,Philemon (poet)
Persia,Menander (misc)
Persia,Philemon (poet)
Paros,Menander (misc)
Paros,Philemon (poet)
Assos,Menander (misc)
Assos,Philemon (poet)
India,Menander (misc)
India,Philemon (poet)
Epirus,Menander (misc)
Epirus,Philemon (poet)
Leucas,Menander (misc)
Leucas,Philemon (poet)
Egypt,Menander (misc)
Egypt,Philemon (poet)
India,Sudines
India,Juba II
Attica,Sudines
Attica,Juba II
Nile,Sudines
Nile,Juba II
India,"Magi, Magus"
India,Nero (Roman emperor)
Cyprus,"Magi, Magus"
Cyprus,Nero (Roman emperor)
Persia,"Magi, Magus"
Persia,Nero (Roman emperor)
Thermodon,"Magi, Magus"
Thermodon,Nero (Roman emperor)
Phrygia,"Magi, Magus"
Phrygia,Nero (Roman emperor)
Cappadocia,"Magi, Magus"
Cappadocia,Nero (Roman emperor)
Amisos,"Magi, Magus"
Amisos,Nero (Roman emperor)
Chalcedon,"Magi, Magus"
Chalcedon,Nero (Roman emperor)
India,Petra
India,"Aphrodite (d. of Uranus), Venus"
India,"Magi, Magus"
Arabia,Petra
Arabia,"Aphrodite (d. of Uranus), Venus"
Arabia,"Magi, Magus"
Syria,Petra
Syria,"Aphrodite (d. of Uranus), Venus"
Syria,"Magi, Magus"
Armenia,Petra
Armenia,"Aphrodite (d. of Uranus), Venus"
Armenia,"Magi, Magus"
Egypt,Petra
Egypt,"Aphrodite (d. of Uranus), Venus"
Egypt,"Magi, Magus"
Galatia,Petra
Galatia,"Aphrodite (d. of Uranus), Venus"
Galatia,"Magi, Magus"
Thasos,Petra
Thasos,"Aphrodite (d. of Uranus), Venus"
Thasos,"Magi, Magus"
Cyprus,Petra
Cyprus,"Aphrodite (d. of Uranus), Venus"
Cyprus,"Magi, Magus"
Arabia,Petra
Arabia,"Aphrodite (d. of Uranus), Venus"
Arabia,"Magi, Magus"
Sicily,"Magi, Magus"
Sicily,"Magi, Magus"
Crete,"Magi, Magus"
Crete,"Magi, Magus"
India,"Magi, Magus"
India,"Magi, Magus"
Thebes,"Magi, Magus"
Thebes,"Magi, Magus"
Cyprus,"Magi, Magus"
Cyprus,"Magi, Magus"
Trachis,"Magi, Magus"
Trachis,"Magi, Magus"
Oita,"Magi, Magus"
Oita,"Magi, Magus"
Parnassus,"Magi, Magus"
Parnassus,"Magi, Magus"
Lesbos,"Magi, Magus"
Lesbos,"Magi, Magus"
Messenia,"Magi, Magus"
Messenia,"Magi, Magus"
Rhodes,"Magi, Magus"
Rhodes,"Magi, Magus"
Persia,"Magi, Magus"
Persia,"Magi, Magus"
Alabastrum,Milo of Croton (athlete) 
Alabastrum,"Magi, Magus"
Alabastrum,"Magi, Magus"
Alabastrum,"Magi, Magus"
Alabastrum,Democritus (philosopher)
Alabastrum,"Magi, Magus"
Egypt,Milo of Croton (athlete) 
Egypt,"Magi, Magus"
Egypt,"Magi, Magus"
Egypt,"Magi, Magus"
Egypt,Democritus (philosopher)
Egypt,"Magi, Magus"
Damascus,Milo of Croton (athlete) 
Damascus,"Magi, Magus"
Damascus,"Magi, Magus"
Damascus,"Magi, Magus"
Damascus,Democritus (philosopher)
Damascus,"Magi, Magus"
Syria,Milo of Croton (athlete) 
Syria,"Magi, Magus"
Syria,"Magi, Magus"
Syria,"Magi, Magus"
Syria,Democritus (philosopher)
Syria,"Magi, Magus"
Arabia,Milo of Croton (athlete) 
Arabia,"Magi, Magus"
Arabia,"Magi, Magus"
Arabia,"Magi, Magus"
Arabia,Democritus (philosopher)
Arabia,"Magi, Magus"
Egypt,Milo of Croton (athlete) 
Egypt,"Magi, Magus"
Egypt,"Magi, Magus"
Egypt,"Magi, Magus"
Egypt,Democritus (philosopher)
Egypt,"Magi, Magus"
Philae,Milo of Croton (athlete) 
Philae,"Magi, Magus"
Philae,"Magi, Magus"
Philae,"Magi, Magus"
Philae,Democritus (philosopher)
Philae,"Magi, Magus"
Arcadia,Milo of Croton (athlete) 
Arcadia,"Magi, Magus"
Arcadia,"Magi, Magus"
Arcadia,"Magi, Magus"
Arcadia,Democritus (philosopher)
Arcadia,"Magi, Magus"
Arabia,Milo of Croton (athlete) 
Arabia,"Magi, Magus"
Arabia,"Magi, Magus"
Arabia,"Magi, Magus"
Arabia,Democritus (philosopher)
Arabia,"Magi, Magus"
Arabia,Milo of Croton (athlete) 
Arabia,"Magi, Magus"
Arabia,"Magi, Magus"
Arabia,"Magi, Magus"
Arabia,Democritus (philosopher)
Arabia,"Magi, Magus"
India,Milo of Croton (athlete) 
India,"Magi, Magus"
India,"Magi, Magus"
India,"Magi, Magus"
India,Democritus (philosopher)
India,"Magi, Magus"
Persis,Milo of Croton (athlete) 
Persis,"Magi, Magus"
Persis,"Magi, Magus"
Persis,"Magi, Magus"
Persis,Democritus (philosopher)
Persis,"Magi, Magus"
India,Milo of Croton (athlete) 
India,"Magi, Magus"
India,"Magi, Magus"
India,"Magi, Magus"
India,Democritus (philosopher)
India,"Magi, Magus"
Cappadocia,"Magi, Magus"
Cappadocia,"Magi, Magus"
Cappadocia,"Magi, Magus"
Phrygia,"Magi, Magus"
Phrygia,"Magi, Magus"
Phrygia,"Magi, Magus"
Corsica,"Magi, Magus"
Corsica,"Magi, Magus"
Corsica,"Magi, Magus"
Cappadocia,"Magi, Magus"
Cappadocia,"Magi, Magus"
Cappadocia,"Magi, Magus"
India,"Magi, Magus"
India,"Magi, Magus"
India,"Magi, Magus"
Syene,"Magi, Magus"
Syene,"Magi, Magus"
Syene,"Magi, Magus"
Coptos,"Magi, Magus"
Coptos,"Magi, Magus"
Coptos,"Magi, Magus"
Ethiopia,"Magi, Magus"
Ethiopia,"Magi, Magus"
Ethiopia,"Magi, Magus"
Aeolis,"Magi, Magus"
Aeolis,"Magi, Magus"
Aeolis,"Magi, Magus"
Atarneus,"Magi, Magus"
Atarneus,"Magi, Magus"
Atarneus,"Magi, Magus"
Ida,"Zeus (s. of Cronus), Jupiter"
India,"Zeus (s. of Cronus), Jupiter"
Media,Memnon (s. of Tithonus)
Media,Alexander (misc)
Media,Xenocrates of Aphrodisias
Persia,Memnon (s. of Tithonus)
Persia,Alexander (misc)
Persia,Xenocrates of Aphrodisias
India,Memnon (s. of Tithonus)
India,Alexander (misc)
India,Xenocrates of Aphrodisias
Tyre,Memnon (s. of Tithonus)
Tyre,Alexander (misc)
Tyre,Xenocrates of Aphrodisias
Galatia,Memnon (s. of Tithonus)
Galatia,Alexander (misc)
Galatia,Xenocrates of Aphrodisias
Alps,Memnon (s. of Tithonus)
Alps,Alexander (misc)
Alps,Xenocrates of Aphrodisias
Media,Democritus (philosopher)
Media,"Magi, Magus"
Euphrates,Democritus (philosopher)
Euphrates,"Magi, Magus"
Indus,Democritus (philosopher)
Indus,"Magi, Magus"
Hypasis,Onesicritus 
Hypasis,"Alexander III, the Great (general)"
Hypasis,"Alexander III, the Great (general)"
Hypasis,Onesicritus 
Sydrus,Seleucus I Nicator s. Antiochus
Rhodapha,Seleucus I Nicator s. Antiochus
Palibothra,Seleucus I Nicator s. Antiochus
Condochates,Kratos (s. of Pallas)
Erannoboas,Kratos (s. of Pallas)
Cosoagus,Kratos (s. of Pallas)
Sonus,Kratos (s. of Pallas)
Protalis,Kratos (s. of Pallas)
Peucolaitis,"Alexander III, the Great (general)"
Peucolaitis,Diognetus
Peucolaitis,Baeton
Peucolaitis,"Alexander III, the Great (general)"
Peucolaitis,"Alexander III, the Great (general)"
Taxilla,"Alexander III, the Great (general)"
Taxilla,Diognetus
Taxilla,Baeton
Taxilla,"Alexander III, the Great (general)"
Taxilla,"Alexander III, the Great (general)"
Hypasis,"Alexander III, the Great (general)"
Hypasis,Diognetus
Hypasis,Baeton
Hypasis,"Alexander III, the Great (general)"
Hypasis,"Alexander III, the Great (general)"
Methora,Artemidorus Ephesius
Chrysobora,Artemidorus Ephesius
Capitalia,"Heracles (s. of Zeus), Hercules"
Automula,"Heracles (s. of Zeus), Hercules"
Patala,"Heracles (s. of Zeus), Hercules"
Amenda,"Alexander III, the Great (general)"
Patala,Chryse (d. of Almus)
Argyre,Chryse (d. of Almus)
Crocala,Chryse (d. of Almus)
Bibraga,Chryse (d. of Almus)
Bibraga,Chryse (d. of Almus)
Toralliba,Chryse (d. of Almus)
Hippuros,"Claudius Caesar, Roman emperor"
Hippuros,Annius
Palaesimundus,"Helios, the Sun (s. of Hyperion)"
Palaesimundus,Canopus (mythology)
Megisba,"Helios, the Sun (s. of Hyperion)"
Megisba,Canopus (mythology)
Palesimundus,"Helios, the Sun (s. of Hyperion)"
Palesimundus,Canopus (mythology)
Cydara,"Helios, the Sun (s. of Hyperion)"
Cydara,Canopus (mythology)
Coliacum,"Helios, the Sun (s. of Hyperion)"
Coliacum,Canopus (mythology)
Emodian mountains,"Helios, the Sun (s. of Hyperion)"
Emodian mountains,Canopus (mythology)
Capisa,Cyrus (kings of Persia)
Capisa,Semiramis
Capisa,"Alexander III, the Great (general)"
Parabeste,Cyrus (kings of Persia)
Parabeste,Semiramis
Parabeste,"Alexander III, the Great (general)"
Cartana,Cyrus (kings of Persia)
Cartana,Semiramis
Cartana,"Alexander III, the Great (general)"
Tonberos,Arius (Christian heretic)
Tonberos,"Alexander III, the Great (general)"
Tonberos,"Antiochus, Antiochos (misc)"
Tonberos,"Alexander III, the Great (general)"
Arosapes,Arius (Christian heretic)
Arosapes,"Alexander III, the Great (general)"
Arosapes,"Antiochus, Antiochos (misc)"
Arosapes,"Alexander III, the Great (general)"
Gedrusi,Arius (Christian heretic)
Gedrusi,"Alexander III, the Great (general)"
Gedrusi,"Antiochus, Antiochos (misc)"
Gedrusi,"Alexander III, the Great (general)"
Palibothra,Baeton
Palibothra,Megasthenes (geographer)
Arbis,Onesicritus 
Arbis,"Alexander III, the Great (general)"
Arbis,Juba II
Arbis,Onesicritus 
Arbis,"Nearchos, Nearchus"
Arbis,"Alexander III, the Great (general)"
Arbis,"Nearchos, Nearchus"
Arbis,Leonnatus (Macedonian noble)
Arbis,"Alexander III, the Great (general)"
Arbis,Nymphs 
Arbis,Arcturus
Sigerus,"Pirates, piracy"
Catarcludi,Megasthenes (geographer)
Catarcludi,Ctesias (physician and historian)
Catarcludi,Eudoxus of Cnidus (astronomer)
Catarcludi,Megasthenes (geographer)
Catarcludi,Homer (poet) 
Catarcludi,Aristotle (philosopher) 
Catarcludi,Isigonus
Catarcludi,Onesicritus 
Catarcludi,Crates of Mallus
Catarcludi,Ctesias (physician and historian)
Catarcludi,Agatharchides (geographer)
Catarcludi,"Cleitarchus, Clitarchus, Kleitarchos (historian)"
Catarcludi,Megasthenes (geographer)
Catarcludi,Artemidorus Ephesius
Catarcludi,"Duris, Douris (of Samos, historian)"
Meros,Theophrastus (philosopher)
Meros,Harpalus
Meros,"Alexander III, the Great (general)"
Meros,"Dionysus (s. of Zeus), Bacchus"
Oratae,Polycleitus of Larissa (geographer)
Oratae,Theophrastus (philosopher)
Oratae,"Lycos, Lycus"
Oratae,Theopompus (Greek historian)
Oratae,Juba II
Onesicritus ,2
"Alexander III, the Great (general)",2
"Alexander III, the Great (general)",2
Onesicritus ,2
Onesicritus ,2
"Alexander III, the Great (general)",2
"Alexander III, the Great (general)",2
Onesicritus ,2
Onesicritus ,2
"Alexander III, the Great (general)",2
"Alexander III, the Great (general)",2
Onesicritus ,2
Onesicritus ,2
"Alexander III, the Great (general)",2
"Alexander III, the Great (general)",2
Onesicritus ,2
Onesicritus ,2
"Alexander III, the Great (general)",2
"Alexander III, the Great (general)",2
Onesicritus ,2
Onesicritus ,2
"Alexander III, the Great (general)",2
"Alexander III, the Great (general)",2
Onesicritus ,2
Onesicritus ,2
"Alexander III, the Great (general)",2
"Alexander III, the Great (general)",2
Onesicritus ,2
Onesicritus ,2
"Alexander III, the Great (general)",2
"Alexander III, the Great (general)",2
Onesicritus ,2
Onesicritus ,2
"Alexander III, the Great (general)",2
"Alexander III, the Great (general)",2
Onesicritus ,2
Onesicritus ,2
"Alexander III, the Great (general)",2
"Alexander III, the Great (general)",2
Onesicritus ,2
"Heracles (s. of Zeus), Hercules",2
Artemidorus Ephesius,2
Isidoros of Charax,2
Artemidorus Ephesius,2
Artemidorus Ephesius,2
"Heracles (s. of Zeus), Hercules",2
Artemidorus Ephesius,2
Isidoros of Charax,2
Artemidorus Ephesius,2
Artemidorus Ephesius,2
"Heracles (s. of Zeus), Hercules",2
Artemidorus Ephesius,2
Isidoros of Charax,2
Artemidorus Ephesius,2
Artemidorus Ephesius,2
"Heracles (s. of Zeus), Hercules",2
Artemidorus Ephesius,2
Isidoros of Charax,2
Artemidorus Ephesius,2
Artemidorus Ephesius,2
"Heracles (s. of Zeus), Hercules",2
Artemidorus Ephesius,2
Isidoros of Charax,2
Artemidorus Ephesius,2
Artemidorus Ephesius,2
"Heracles (s. of Zeus), Hercules",2
Artemidorus Ephesius,2
Isidoros of Charax,2
Artemidorus Ephesius,2
Artemidorus Ephesius,2
"Heracles (s. of Zeus), Hercules",2
